ds,排名,每百万网民访问该站的人数,每百万受访网页该站网页数,人均浏览页面数,y
1/1/09,43,12900,3239,17.8,7224000
1/2/09,41,12700,4030,22.7,7112000
1/3/09,41,12800,3811,20.8,7168000
1/4/09,39,13500,4012,20.9,7560000
1/5/09,37,13700,3957,20.5,7672000
1/6/09,36,12500,3987,22.6,7000000
1/7/09,40,11600,3484,22.2,6496000
1/8/09,42,11700,3220,20.3,6552000
1/9/09,38,12300,3430,20.3,6888000
1/10/09,39,12400,3622,21.3,6944000
1/11/09,40,12800,3725,21.7,7168000
1/12/09,37,13400,3722,20.5,7504000
1/13/09,38,12700,3723,21.3,7112000
1/14/09,36,13200,3985,21.3,7392000
1/15/09,51,12700,3674,20.3,7112000
1/16/09,37,13100,3664,19.7,7336000
1/17/09,40,12600,3269,19,7056000
1/18/09,42,12100,3565,21.9,6776000
1/19/09,39,12800,3483,20.4,7168000
1/20/09,41,12400,3297,19.5,6944000
1/21/09,45,11200,2770,18,6272000
1/22/09,46,10900,2568,17.3,6104000
1/23/09,47,9900,2269,16.5,5544000
1/24/09,51,10000,2019,14.7,5600000
1/25/09,63,9200,1457,11.6,5152000
1/26/09,52,10100,1755,12.6,5656000
1/27/09,49,10100,1852,13.2,5656000
1/28/09,51,9700,1943,14.6,5432000
1/29/09,46,10800,2349,15.5,6048000
1/30/09,47,10300,2619,18.2,5768000
1/31/09,46,11300,2870,18.4,6328000
2/1/09,40,13100,3391,19.2,7336000
2/2/09,48,13600,3675,19.8,7616000
2/3/09,36,13900,3531,18.8,7784000
2/4/09,36,13400,3515,19.1,7504000
2/5/09,37,14200,4122,21.3,7952000
2/6/09,37,13200,3886,21.5,7392000
2/7/09,38,13200,4189,23.4,7392000
2/8/09,40,13200,3500,19.7,7392000
2/9/09,37,13800,3652,19.2,7728000
2/10/09,37,13800,4050,21.6,7728000
2/11/09,37,13800,3508,18.6,7728000
2/12/09,37,14200,4164,21.5,7952000
2/13/09,37,14800,3134,15.1,8288000
2/14/09,39,13300,3424,18.4,7448000
2/15/09,38,14100,3600,18.5,7896000
2/16/09,37,14200,3423,17.6,7952000
2/17/09,37,13800,3507,18.6,7728000
2/18/09,37,13800,3716,19.7,7728000
2/19/09,37,13600,3579,19.1,7616000
2/20/09,37,13500,3359,17.9,7560000
2/21/09,38,14200,3660,18.6,7952000
2/22/09,39,13800,3676,19.8,7728000
2/23/09,38,14200,3521,18.5,7952000
2/24/09,37,14600,3650,18.4,8176000
2/25/09,37,14400,3648,18.6,8064000
2/26/09,40,13600,3791,19.9,7616000
2/27/09,37,13800,3455,17.9,7728000
2/28/09,38,13400,3740,20,7504000
3/1/09,35,15400,3990,19,8624000
3/2/09,35,15900,4380,20.4,8904000
3/3/09,35,15800,4337,20.1,8848000
3/4/09,37,14700,4052,19.8,8232000
3/5/09,37,14700,3894,18.8,8232000
3/6/09,37,14400,3503,17.2,8064000
3/7/09,37,14400,3850,18.9,8064000
3/8/09,39,14500,3661,18.3,8120000
3/9/09,36,15000,3952,19.1,8400000
3/10/09,37,13800,3663,18.8,7728000
3/11/09,37,14800,4047,19.6,8288000
3/12/09,37,13900,3782,19.3,7784000
3/13/09,36,14800,3956,18.9,8288000
3/14/09,38,13900,3726,18.9,7784000
3/15/09,39,14200,3854,18.8,7952000
3/16/09,36,15100,4177,20,8456000
3/17/09,37,14400,3860,19,8064000
3/18/09,35,15600,4215,19.3,8736000
3/19/09,37,14800,4056,19.5,8288000
3/20/09,35,15000,3881,18.1,8400000
3/21/09,38,13400,3952,20.6,7504000
3/22/09,39,14700,3849,18.9,8232000
3/23/09,37,14400,3773,18.7,8064000
3/24/09,37,14600,4269,21,8176000
3/25/09,37,13600,3702,20.1,7616000
3/26/09,42,14500,4029,20.4,8120000
3/27/09,37,14500,3538,17.6,8120000
3/28/09,39,14100,3615,18.3,7896000
3/29/09,39,14300,3763,19.2,8008000
3/30/09,37,13900,3825,20.3,7784000
3/31/09,37,14800,3643,17.7,8288000
4/1/09,37,14200,3654,18.5,7952000
4/2/09,37,13700,3546,18.5,7672000
4/3/09,37,13300,3370,17.9,7448000
4/4/09,35,14700,4206,20.3,8232000
4/5/09,42,12800,3053,16.9,7168000
4/6/09,37,13800,3639,19.4,7728000
4/7/09,37,14100,3510,18.2,7896000
4/8/09,37,14100,3500,18.1,7896000
4/9/09,37,14300,3623,18.4,8008000
4/10/09,37,13800,3496,18.4,7728000
4/11/09,38,14000,3799,19.4,7840000
4/12/09,40,13800,3847,19.9,7728000
4/13/09,37,15000,3729,18.3,8400000
4/14/09,37,14000,3570,18.8,7840000
4/15/09,37,14700,3718,18.4,8232000
4/16/09,37,14300,3638,18.4,8008000
4/17/09,38,14400,3564,17.9,8064000
4/18/09,37,14300,3572,17.8,8008000
4/19/09,36,14700,3587,17.6,8232000
4/20/09,38,14600,3400,17.1,8176000
4/21/09,38,14700,3415,17,8232000
4/22/09,37,14900,3574,17.4,8344000
4/23/09,38,14800,3642,17.7,8288000
4/24/09,37,15000,3481,16.5,8400000
4/25/09,37,14700,3643,17.5,8232000
4/26/09,38,14100,3525,17.8,7896000
4/27/09,37,15000,3661,17.9,8400000
4/28/09,38,14500,3492,17.5,8120000
4/29/09,38,14600,3687,18.2,8176000
4/30/09,38,14600,3338,16.1,8176000
5/1/09,38,14100,3233,16.3,7896000
5/2/09,37,14000,3327,16.6,7840000
5/3/09,37,15200,3896,18.4,8512000
5/4/09,36,15100,3723,18.3,8456000
5/5/09,37,14600,3713,18.7,8176000
5/6/09,37,14600,3683,18.5,8176000
5/7/09,36,14900,4018,19.5,8344000
5/8/09,38,14300,3610,18.1,8008000
5/9/09,37,14300,3352,16.4,8008000
5/10/09,37,14400,3481,17,8064000
5/11/09,37,14500,4122,21,8120000
5/12/09,37,14800,3611,17.8,8288000
5/13/09,37,14500,3555,17.8,8120000
5/14/09,37,14300,3658,18.2,8008000
5/15/09,37,14600,3504,16.9,8176000
5/16/09,37,14400,3374,16.4,8064000
5/17/09,38,13900,3532,18.2,7784000
5/18/09,37,15000,3781,18.5,8400000
5/19/09,37,14600,3509,17.3,8176000
5/20/09,37,14400,3445,17.1,8064000
5/21/09,38,14400,3370,16.8,8064000
5/22/09,38,14200,3537,17.8,7952000
5/23/09,55,8560,2200,14.4,4793600
5/24/09,38,14300,3449,17,8008000
5/25/09,36,14900,3477,16.8,8344000
5/26/09,37,14300,3338,16.9,8008000
5/27/09,38,14200,3157,16.1,7952000
5/28/09,38,14000,3111,16,7840000
5/29/09,37,14200,3010,15,7952000
5/30/09,40,14300,3231,15.8,8008000
5/31/09,37,15200,3523,16.6,8512000
6/1/09,38,15000,3205,15.5,8400000
6/2/09,38,15000,3345,16.3,8400000
6/3/09,38,15200,3459,16.6,8512000
6/4/09,38,14700,3343,16.5,8232000
6/5/09,38,15400,3317,15.6,8624000
6/6/09,39,15400,3672,17,8624000
6/7/09,38,16300,3192,14,9128000
6/8/09,37,15900,3595,16.8,8904000
6/9/09,39,15700,3389,15.9,8792000
6/10/09,38,15300,3361,16.1,8568000
6/11/09,38,14900,3384,16.6,8344000
6/12/09,38,15000,3325,15.9,8400000
6/13/09,38,15900,3548,15.7,8904000
6/14/09,38,15900,3404,15.3,8904000
6/15/09,38,16100,3408,15.7,9016000
6/16/09,38,15700,3366,15.8,8792000
6/17/09,38,15400,3517,16.7,8624000
6/18/09,37,15900,3604,16.5,8904000
6/19/09,38,15200,3057,13.2,8512000
6/20/09,37,15600,3633,16.4,8736000
6/21/09,39,14600,3127,14.1,8176000
6/22/09,38,15300,3287,15.9,8568000
6/23/09,37,15400,3477,17,8624000
6/24/09,37,16000,3593,16.8,8960000
6/25/09,40,15100,3151,15.5,8456000
6/26/09,40,15100,3169,15.5,8456000
6/27/09,38,14800,3257,15.1,8288000
6/28/09,39,15300,3372,15.6,8568000
6/29/09,38,15600,3167,15.3,8736000
6/30/09,37,15800,3449,16.6,8848000
7/1/09,38,15200,3124,15.7,8512000
7/2/09,37,16100,3388,16,9016000
7/3/09,38,15300,3533,17.4,8568000
7/4/09,38,15300,3333,16,8568000
7/5/09,39,15300,3434,16.5,8568000
7/6/09,38,15400,2995,15.1,8624000
7/7/09,39,15000,3111,16.1,8400000
7/8/09,38,15100,3050,15.6,8456000
7/9/09,38,14700,2905,15.1,8232000
7/10/09,38,14400,2876,15,8064000
7/11/09,40,14500,3188,16.1,8120000
7/12/09,40,14800,2982,14.9,8288000
7/13/09,38,15000,3177,16.4,8400000
7/14/09,38,15600,3069,15.2,8736000
7/15/09,38,15500,3109,15.3,8680000
7/16/09,38,15200,3053,15.3,8512000
7/17/09,38,14800,2920,14.9,8288000
7/18/09,40,14700,2959,14.8,8232000
7/19/09,40,15300,3043,14.8,8568000
7/20/09,38,14700,3122,16.7,8232000
7/21/09,39,14900,2962,15.5,8344000
7/22/09,39,15000,3072,15.9,8400000
7/23/09,40,15500,2383,11.8,8680000
7/24/09,38,15200,2378,11.7,8512000
7/25/09,40,14200,2569,13.1,7952000
7/26/09,40,14800,2811,14.1,8288000
7/27/09,38,15400,2661,13.4,8624000
7/28/09,38,15600,2559,12.6,8736000
7/29/09,38,15200,2345,11.7,8512000
7/30/09,39,14300,2740,14.6,8008000
7/31/09,37,15600,2601,12.5,8736000
8/1/09,38,15300,2657,12.6,8568000
8/2/09,40,16100,2426,11.1,9016000
8/3/09,38,15700,2780,13.9,8792000
8/4/09,38,16200,2596,12.4,9072000
8/5/09,38,16600,2718,12.6,9296000
8/6/09,37,16300,2620,12.2,9128000
8/7/09,38,15400,2693,13.2,8624000
8/8/09,41,14300,2268,11.5,8008000
8/9/09,40,15200,2483,12.2,8512000
8/10/09,37,16000,2583,12.6,8960000
8/11/09,38,15800,2396,11.8,8848000
8/12/09,37,15400,2635,13.2,8624000
8/13/09,38,14700,2402,12.4,8232000
8/14/09,37,15300,2362,11.5,8568000
8/15/09,39,15500,2428,11.2,8680000
8/16/09,37,16500,2752,12.1,9240000
8/17/09,37,16200,2477,11.7,9072000
8/18/09,37,16000,2447,11.7,8960000
8/19/09,37,15700,2642,12.8,8792000
8/20/09,37,15000,3006,15.3,8400000
8/21/09,37,14800,2730,13.9,8288000
8/22/09,39,15100,2643,12.6,8456000
8/23/09,39,15200,2988,14.5,8512000
8/24/09,37,16000,2823,13.6,8960000
8/25/09,37,16000,2913,14,8960000
8/26/09,37,15600,2769,13.5,8736000
8/27/09,37,15400,2906,14.3,8624000
8/28/09,37,15200,2890,14.2,8512000
8/29/09,38,15400,2913,13.7,8624000
8/30/09,39,15000,2897,14.2,8400000
8/31/09,37,15400,2874,14.3,8624000
9/1/09,37,15300,2740,13.6,8568000
9/2/09,37,15700,2896,14,8792000
9/3/09,37,14600,2899,14.9,8176000
9/4/09,37,16400,2589,11.8,9184000
9/5/09,38,15700,2490,11.6,8792000
9/6/09,38,16800,2530,11.1,9408000
9/7/09,37,16500,2761,12.8,9240000
9/8/09,37,16400,2917,13.5,9184000
9/9/09,37,15600,2805,13.7,8736000
9/10/09,40,16100,2774,13,9016000
9/11/09,39,16000,2708,12.6,8960000
9/12/09,39,15600,2428,11.3,8736000
9/13/09,39,15500,2605,12.4,8680000
9/14/09,38,15800,2827,13.7,8848000
9/15/09,38,15600,2841,13.9,8736000
9/16/09,36,16800,2926,13.1,9408000
9/17/09,37,15500,3118,15.2,8680000
9/18/09,37,15200,2948,14.5,8512000
9/19/09,40,14800,3005,14.8,8288000
9/20/09,41,15500,3096,14.7,8680000
9/21/09,38,16100,3080,14.8,9016000
9/22/09,35,16300,3253,15.5,9128000
9/23/09,36,16600,3530,16.3,9296000
9/24/09,36,15900,3245,15.6,8904000
9/25/09,36,16500,3065,13.9,9240000
9/26/09,36,16400,3021,13.4,9184000
9/27/09,36,17300,3237,14,9688000
9/28/09,37,16100,2945,13.9,9016000
9/29/09,37,15400,2682,13.2,8624000
9/30/09,37,15500,2698,13.1,8680000
10/1/09,48,12800,1890,10.9,7168000
10/2/09,46,12900,1981,11.2,7224000
10/3/09,46,13000,2258,12.5,7280000
10/4/09,42,13600,2571,13.9,7616000
10/5/09,39,13700,2397,13.1,7672000
10/6/09,40,14100,2653,14.2,7896000
10/7/09,41,12600,2882,17.3,7056000
10/8/09,38,14200,2998,15.9,7952000
10/9/09,38,15200,2947,14.5,8512000
10/10/09,40,14600,3004,15.1,8176000
10/11/09,40,14000,2657,14,7840000
10/12/09,39,14900,3032,15.8,8344000
10/13/09,39,14100,2838,15.1,7896000
10/14/09,39,14200,2813,14.9,7952000
10/15/09,40,14100,2795,14.9,7896000
10/16/09,26,20600,6340,26.3,11536000
10/17/09,25,20700,6740,27,11592000
10/18/09,24,21300,6890,27.5,11928000
10/19/09,26,22100,6170,24.4,12376000
10/20/09,22,22600,6570,25.4,12656000
10/21/09,23,22200,6650,26.2,12432000
10/22/09,27,20600,5730,24.2,11536000
10/23/09,27,20300,5500,23.2,11368000
10/24/09,26,20000,6290,26.2,11200000
10/25/09,25,20800,6390,26.3,11648000
10/26/09,26,21500,6290,25.8,12040000
10/27/09,26,20900,6310,26.6,11704000
10/28/09,27,20500,5320,22.4,11480000
10/29/09,28,20700,5660,23.9,11592000
10/30/09,29,18900,5050,22.8,10584000
10/31/09,26,18900,6320,27.1,10584000
11/1/09,23,21000,6860,27.2,11760000
11/2/09,24,21200,6530,26.9,11872000
11/3/09,24,24400,5790,23.4,13664000
11/4/09,24,24400,6200,25.1,13664000
11/5/09,24,23600,5940,24.7,13216000
11/6/09,25,23500,5660,23.6,13160000
11/7/09,26,22600,6820,28.8,12656000
11/8/09,26,22200,6030,25.9,12432000
11/9/09,23,25000,6070,24.3,14000000
11/10/09,23,24500,6230,25.4,13720000
11/11/09,23,24800,6690,27.1,13888000
11/12/09,23,24300,6540,26.5,13608000
11/13/09,23,23900,6820,28,13384000
11/14/09,23,23800,8080,32.5,13328000
11/15/09,21,25000,8380,32.6,14000000
11/16/09,22,25400,7550,30,14224000
11/17/09,21,25900,7270,28.2,14504000
11/18/09,20,26300,7050,26.8,14728000
11/19/09,20,26200,6790,25.8,14672000
11/20/09,21,25500,6810,26.4,14280000
11/21/09,24,24200,7170,28.4,13552000
11/22/09,23,24600,7740,30.8,13776000
11/23/09,24,25600,6730,26.8,14336000
11/24/09,24,24900,6300,25.6,13944000
11/25/09,23,24900,6650,26.5,13944000
11/26/09,24,24100,6460,26,13496000
11/27/09,26,23400,6070,25.7,13104000
11/28/09,24,23300,6990,29.4,13048000
11/29/09,24,24800,7410,29.3,13888000
11/30/09,26,24400,5820,24.6,13664000
12/1/09,24,25100,6430,26.1,14056000
12/2/09,25,23900,5940,25.2,13384000
12/3/09,26,24100,5920,25,13496000
12/4/09,24,24000,6400,26.6,13440000
12/5/09,25,23200,7310,30.7,12992000
12/6/09,24,24000,7710,31.8,13440000
12/7/09,23,26300,6610,25.8,14728000
12/8/09,24,24800,6650,27.5,13888000
12/9/09,25,24400,6910,28.7,13664000
12/10/09,24,25200,6280,25.3,14112000
12/11/09,24,24800,6140,24.8,13888000
12/12/09,23,23600,7160,29.4,13216000
12/13/09,23,24300,6590,26.5,13608000
12/14/09,24,25000,6190,25.4,14000000
12/15/09,21,26800,6580,24.9,15008000
12/16/09,21,26600,6650,25.3,14896000
12/17/09,22,26200,6630,25.5,14672000
12/18/09,21,26200,6600,25,14672000
12/19/09,19,25800,7270,27.2,14448000
12/20/09,19,26400,7660,28.3,14784000
12/21/09,20,28200,6990,25.2,15792000
12/22/09,21,26800,6780,25.5,15008000
12/23/09,20,27700,7050,25.2,15512000
12/24/09,18,26400,7190,25.2,14784000
12/25/09,22,26800,4120,13.5,15008000
12/26/09,56,14100,1720,11.3,7896000
12/27/09,81,10900,1190,10.4,6104000
12/28/09,21,27200,6070,22.5,15232000
12/29/09,21,27000,6590,25.1,15120000
12/30/09,21,26900,6380,24.1,15064000
12/31/09,20,26000,6390,23.3,14560000
1/1/10,23,24000,6890,27.5,13440000
1/2/10,23,24300,7790,32.3,13608000
1/3/10,22,25100,7690,30.8,14056000
1/4/10,22,25600,6810,27.9,14336000
1/5/10,21,26000,6950,27.8,14560000
1/6/10,23,25900,6850,26.9,14504000
1/7/10,22,26000,6880,27.4,14560000
1/8/10,22,25100,6950,28.4,14056000
1/9/10,23,23700,7960,33.3,13272000
1/10/10,20,25000,7650,30.6,14000000
1/11/10,22,26100,7070,27.9,14616000
1/12/10,22,25400,6940,28.1,14224000
1/13/10,22,25200,6730,27.2,14112000
1/14/10,22,25400,6800,27.4,14224000
1/15/10,22,24800,7070,28.8,13888000
1/16/10,20,24300,7860,31.8,13608000
1/17/10,22,24300,7740,31.4,13608000
1/18/10,23,25200,6830,28.2,14112000
1/19/10,22,25300,6780,27.6,14168000
1/20/10,23,25900,6810,27,14504000
1/21/10,21,25900,7070,27.9,14504000
1/22/10,23,24900,6760,27.5,13944000
1/23/10,19,25800,8060,30.7,14448000
1/24/10,22,25000,8120,32.1,14000000
1/25/10,20,27800,7250,27.1,15568000
1/26/10,21,26000,6970,27.1,14560000
1/27/10,23,25900,7240,28.9,14504000
1/28/10,23,25700,6900,27.5,14392000
1/29/10,21,26000,7030,27.4,14560000
1/30/10,19,25400,8180,31.8,14224000
1/31/10,19,26300,8360,31.5,14728000
2/1/10,21,27200,7360,28,15232000
2/2/10,21,26400,7280,28.4,14784000
2/3/10,20,26300,7610,29.7,14728000
2/4/10,22,26000,6730,26.7,14560000
2/5/10,22,25200,6470,26,14112000
2/6/10,21,24800,7120,28.2,13888000
2/7/10,22,25600,7090,27.5,14336000
2/8/10,23,25300,5940,24.1,14168000
2/9/10,26,24100,5330,22.7,13496000
2/10/10,28,22600,4780,21.7,12656000
2/11/10,29,20300,4190,21.1,11368000
2/12/10,34,18700,4050,21.7,10472000
2/13/10,41,16300,3090,18.1,9128000
2/14/10,39,18000,4070,21.9,10080000
2/15/10,37,18300,4040,22.6,10248000
2/16/10,35,19100,4410,23.7,10696000
2/17/10,31,19900,4520,23.3,11144000
2/18/10,29,20200,4780,23.9,11312000
2/19/10,28,21800,5940,27.4,12208000
2/20/10,20,24800,6810,27.6,13888000
2/21/10,21,25700,7130,28.3,14392000
2/22/10,22,25700,6790,27.6,14392000
2/23/10,20,27100,6800,26.1,15176000
2/24/10,21,26300,6600,26.1,14728000
2/25/10,21,26000,6730,26.7,14560000
2/26/10,21,25000,6630,27,14000000
2/27/10,20,24600,7710,30.8,13776000
2/28/10,23,24100,6800,27.8,13496000
3/1/10,23,25500,6420,26,14280000
3/2/10,22,26000,6590,26.1,14560000
3/3/10,22,26000,6580,25.9,14560000
3/4/10,23,24800,6640,27.1,13888000
3/5/10,22,25200,6210,24.9,14112000
3/6/10,20,24900,7360,29,13944000
3/7/10,22,25300,7680,30.1,14168000
3/8/10,22,26500,7020,27.3,14840000
3/9/10,21,26400,6640,25.4,14784000
3/10/10,21,26600,6740,25.8,14896000
3/11/10,21,26500,6570,25.5,14840000
3/12/10,22,26400,6640,25.4,14784000
3/13/10,19,27200,7710,27.7,15232000
3/14/10,18,29000,8030,27.3,16240000
3/15/10,20,27300,6950,26.3,15288000
3/16/10,20,27000,6600,23.4,15120000
3/17/10,20,27100,6720,25.3,15176000
3/18/10,19,27900,6470,23.5,15624000
3/19/10,21,27600,6410,23.3,15456000
3/20/10,19,27600,7620,26.8,15456000
3/21/10,19,27000,7460,27.1,15120000
3/22/10,19,29000,6720,24,16240000
3/23/10,20,28300,6550,23.9,15848000
3/24/10,19,28900,6910,24.4,16184000
3/25/10,19,27600,6400,23.6,15456000
3/26/10,18,28000,6120,21.5,15680000
3/27/10,18,28900,7260,24.4,16184000
3/28/10,19,27900,7040,24.7,15624000
3/29/10,18,30200,6540,22.5,16912000
3/30/10,18,30700,6530,22,17192000
3/31/10,18,30700,6360,20.6,17192000
4/1/10,18,30700,6310,21,17192000
4/2/10,19,30100,5960,20,16856000
4/3/10,21,25600,6570,24.9,14336000
4/4/10,19,27500,7480,26.1,15400000
4/5/10,18,28200,7080,25.5,15792000
4/6/10,14,38000,6530,17.7,21280000
4/7/10,14,37100,6450,17.7,20776000
4/8/10,14,37500,6440,17.4,21000000
4/9/10,14,38900,6910,17.8,21784000
4/10/10,14,38700,8440,21,21672000
4/11/10,13,38800,8090,20.2,21728000
4/12/10,14,39500,7040,18.3,22120000
4/13/10,14,38300,6980,18.3,21448000
4/14/10,14,37000,6740,18.5,20720000
4/15/10,14,38800,6990,18.2,21728000
4/16/10,14,37000,6376,17.1,20720000
4/17/10,14,35200,6800,18.5,19712000
4/18/10,14,36100,7140,19,20216000
4/19/10,18,32300,6670,21.6,18088000
4/20/10,16,34100,6730,20.3,19096000
4/21/10,14,35700,7270,20.9,19992000
4/22/10,16,33900,6520,19.6,18984000
4/23/10,14,34100,6890,20.4,19096000
4/24/10,14,39800,7550,18.1,22288000
4/25/10,13,41000,7280,17,22960000
4/26/10,14,39800,6466,16.5,22288000
4/27/10,14,41500,6490,15.8,23240000
4/28/10,14,40400,6520,16.1,22624000
4/29/10,14,34800,6500,18.7,19488000
4/30/10,14,37000,6091,16,20720000
5/1/10,14,36600,6700,17.5,20496000
5/2/10,14,37600,6520,16.6,21056000
5/3/10,14,38300,7280,19.1,21448000
5/4/10,14,36700,7180,20,20552000
5/5/10,14,35900,6885,19.3,20104000
5/6/10,14,37100,6863,18.5,20776000
5/7/10,14,40000,6856,17,22400000
5/8/10,13,43300,7680,16.8,24248000
5/9/10,13,41200,7810,17.9,23072000
5/10/10,13,41800,6795,16.47,23408000
5/11/10,13,42400,6857,16.31,23744000
5/12/10,14,39900,6613,16.6,22344000
5/13/10,14,39800,6655,16.9,22288000
5/14/10,14,39900,6206,15.43,22344000
5/15/10,13,41900,6790,15.3,23464000
5/16/10,13,41300,6850,15.9,23128000
5/17/10,14,41400,6677,16.5,23184000
5/18/10,14,37800,6795,18.2,21168000
5/19/10,14,38700,6505,17.1,21672000
5/20/10,14,40500,6563,16.3,22680000
5/21/10,14,39800,6910,17.3,22288000
5/22/10,14,40800,7670,17.8,22848000
5/23/10,13,39900,7330,17.6,22344000
5/24/10,14,40500,6486,16.24,22680000
5/25/10,14,41200,6360,15.73,23072000
5/26/10,14,41500,6690,16.6,23240000
5/27/10,14,39200,6353,16.3,21952000
5/28/10,14,36800,6391,17.4,20608000
5/29/10,14,38200,6900,17.2,21392000
5/30/10,14,38700,6810,16.9,21672000
5/31/10,15,35000,5700,16.5,19600000
6/1/10,17,34400,6179,18.6,19264000
6/2/10,14,38100,6450,17.5,21336000
6/3/10,14,38700,6620,17.5,21672000
6/4/10,14,36800,6109,16.6,20608000
6/5/10,14,38400,7140,17.8,21504000
6/6/10,14,37600,6680,17.2,21056000
6/7/10,14,37800,6353,17.6,21168000
6/8/10,15,37300,6149,17.1,20888000
6/9/10,14,35600,6250,18,19936000
6/10/10,14,36800,6078,16.8,20608000
6/11/10,15,36100,6030,16.7,20216000
6/12/10,14,37800,6400,16.3,21168000
6/13/10,14,38100,5940,15.3,21336000
6/14/10,14,35200,6350,18.5,19712000
6/15/10,14,38100,6330,17,21336000
6/16/10,16,34500,6250,18.3,19320000
6/17/10,16,36000,6150,17.5,20160000
6/18/10,14,39600,5625,14.2,22176000
6/19/10,14,40600,6480,15.4,22736000
6/20/10,14,38000,6400,16.3,21280000
6/21/10,15,36600,5600,16,20496000
6/22/10,18,35000,6030,18,19600000
6/23/10,20,34100,5820,17.6,19096000
6/24/10,19,34700,5970,17.7,19432000
6/25/10,15,35500,5680,16.1,19880000
6/26/10,14,37900,6120,15.6,21224000
6/27/10,15,37300,6170,15.8,20888000
6/28/10,18,36100,5237,15,20216000
6/29/10,15,36800,5580,15.6,20608000
6/30/10,18,35000,5780,17.1,19600000
7/1/10,15,35500,5960,17.4,19880000
7/2/10,16,35100,5940,17,19656000
7/3/10,14,36300,6260,16.5,20328000
7/4/10,14,36500,6250,16.4,20440000
7/5/10,15,36000,5910,17,20160000
7/6/10,15,36200,5790,16.8,20272000
7/7/10,15,35900,5780,16.7,20104000
7/8/10,18,34600,5621,17,19376000
7/9/10,15,35400,5980,17.3,19824000
7/10/10,14,36600,6270,16.4,20496000
7/11/10,14,38100,6630,16.7,21336000
7/12/10,18,34900,5567,16.9,19544000
7/13/10,18,33400,5400,16.2,18704000
7/14/10,17,34500,5800,17.6,19320000
7/15/10,17,35000,5625,16.8,19600000
7/16/10,14,35100,5852,17.2,19656000
7/17/10,14,34700,6570,18.4,19432000
7/18/10,14,36500,6350,16.9,20440000
7/19/10,16,35100,5914,18,19656000
7/20/10,15,35500,5821,17.4,19880000
7/21/10,15,38000,5377,14.62,21280000
7/22/10,15,39700,5423,14.01,22232000
7/23/10,14,38700,5288,13.83,21672000
7/24/10,15,40500,6160,14.8,22680000
7/25/10,15,39000,6500,16.2,21840000
7/26/10,16,36100,5733,17,20216000
7/27/10,16,35400,5953,17.9,19824000
7/28/10,17,33300,5768,18.3,18648000
7/29/10,17,34200,5359,16.3,19152000
7/30/10,15,35000,5525,16.2,19600000
7/31/10,14,36500,6280,16.7,20440000
8/1/10,14,37300,6760,17.7,20888000
8/2/10,17,35300,5840,17.6,19768000
8/3/10,18,34600,5778,17.7,19376000
8/4/10,18,34000,5780,18,19040000
8/5/10,17,34400,6040,18.5,19264000
8/6/10,14,36100,6080,17.3,20216000
8/7/10,14,36700,6970,18.5,20552000
8/8/10,15,35400,6830,19.1,19824000
8/9/10,17,35000,5624,17.1,19600000
8/10/10,18,34100,5760,17,19096000
8/11/10,17,34500,5910,18,19320000
8/12/10,17,33500,6210,19.5,18760000
8/13/10,18,33000,6230,19.5,18480000
8/14/10,14,37000,6690,17.6,20720000
8/15/10,13,39800,7270,17.9,22288000
8/16/10,16,35200,5880,17.7,19712000
8/17/10,17,35400,5990,18,19824000
8/18/10,17,34100,6080,19,19096000
8/19/10,15,35200,6550,19.7,19712000
8/20/10,15,33800,6500,20,18928000
8/21/10,14,36500,6970,18.8,20440000
8/22/10,13,42800,7380,16.6,23968000
8/23/10,13,42400,5733,14.14,23744000
8/24/10,13,42400,5960,14.72,23744000
8/25/10,14,37900,6089,16.9,21224000
8/26/10,14,39800,6334,16.6,22288000
8/27/10,14,40800,6209,15.5,22848000
8/28/10,14,40700,6690,16.1,22792000
8/29/10,13,47500,5908,12,26600000
8/30/10,13,45800,5626,12.71,25648000
8/31/10,14,42200,5818,14.19,23632000
9/1/10,13,42600,6000,14.35,23856000
9/2/10,13,43200,6123,14.46,24192000
9/3/10,13,43200,6262,14.56,24192000
9/4/10,13,44700,6480,13.81,25032000
9/5/10,13,45700,6410,13.32,25592000
9/6/10,13,48600,5941,12.39,27216000
9/7/10,13,47500,6040,13.09,26600000
9/8/10,13,44100,6090,13.16,24696000
9/9/10,15,41500,6240,15.5,23240000
9/10/10,13,42900,6074,14.18,24024000
9/11/10,13,44600,6330,13.56,24976000
9/12/10,13,46100,6490,13.59,25816000
9/13/10,13,45300,6365,14.7,25368000
9/14/10,13,46100,6284,14.15,25816000
9/15/10,13,45900,6275,14.04,25704000
9/16/10,14,44100,6334,14.7,24696000
9/17/10,14,41900,6167,14.8,23464000
9/18/10,13,44000,6900,14.9,24640000
9/19/10,13,41000,7350,17.6,22960000
9/20/10,14,39100,6340,17,21896000
9/21/10,14,41200,5684,14.17,23072000
9/22/10,12,47400,5830,12.32,26544000
9/23/10,13,46300,6690,14.54,25928000
9/24/10,13,42100,6550,14.4,23576000
9/25/10,13,47100,7590,15.61,26376000
9/26/10,13,42100,7680,17.9,23576000
9/27/10,14,39400,6700,16.6,22064000
9/28/10,14,39900,6700,17.5,22344000
9/29/10,14,38000,6760,18.4,21280000
9/30/10,14,37200,6360,17.4,20832000
10/1/10,14,39300,6480,16.4,22008000
10/2/10,13,41200,7390,17.1,23072000
